CustomerID,recency,frequency,monetary,tenure,frequency_lifetimes,recency_lifetimes,T_lifetimes,monetary_value_lifetimes,predicted_purchases,expected_avg_profit,clv,churn_probability,cluster,segment,pca_1,pca_2
13227.0,202,1,257.7,202,0.0,0.0,202.0,0.0,0.2121434229614144,477.3803385139514,9.928089541548111,0.0,0,Low Value / Lost,-0.37578174617391596,-0.48914705156798993
13228.0,81,1,358.0,81,0.0,0.0,82.0,0.0,0.4054281210186264,477.3803385139514,18.97361055056905,0.0,0,Low Value / Lost,-0.2560918679858547,-1.1352846689698055
13229.0,226,1,160.95,226,0.0,0.0,226.0,0.0,0.1936766556291633,477.3803385139514,9.063864212013048,0.0,0,Low Value / Lost,-0.4275350926581752,-0.35345345159410885
13230.0,4,13,200.49785714285716,365,12.0,361.0,366.0,226.1266666666667,2.726426456715996,242.30040308060453,64.7618892149521,0.0,0,Low Value / Lost,0.3932628686061738,1.965178709895813
13232.0,13,7,193.94285714285712,243,6.0,231.0,244.0,206.695,2.020365615642413,238.54329444206437,47.24640483261394,0.0,0,Low Value / Lost,0.08801694500316166,0.5528566690542117
13233.0,74,2,302.56,336,1.0,262.0,337.0,300.88,0.3708176179549106,1488.0221702400852,54.09303473710478,3.323104014185674e-10,0,Low Value / Lost,-0.054162114550390474,0.45472356114532575
13235.0,212,1,1031.07,212,0.0,0.0,213.0,0.0,0.2032606540797191,477.3803385139514,9.51238528070761,0.0,0,Low Value / Lost,-0.09142719249587908,-0.5137990272885162
13236.0,25,2,372.425,107,1.0,82.0,107.0,305.62,0.9150645980069768,1511.3919856331963,135.58150612996042,3.1089597563038746e-10,0,Low Value / Lost,-0.024077346329681348,-0.8573725041527204
13238.0,17,4,175.1825,360,3.0,343.0,361.0,203.19333333333336,0.787415850504593,277.1482017429288,21.393793680103077,0.0,0,Low Value / Lost,0.016328392542016318,0.8756502412519963
13239.0,262,1,329.56,262,0.0,0.0,262.0,0.0,0.1713084407246947,477.3803385139514,8.017055230824187,0.0,0,Low Value / Lost,-0.38695234968015874,-0.18125769039864273
13240.0,96,4,165.9125,366,3.0,269.0,366.0,146.52666666666667,0.7779450781471976,199.9745982000656,15.250895865408324,0.0,0,Low Value / Lost,-0.08292927783410743,0.8717064432364063
13242.0,112,2,90.13333333333333,214,1.0,101.0,214.0,166.4,0.5437759831332913,824.9899394245614,43.97848455904649,5.747879949780098e-10,0,Low Value / Lost,-0.25883507819267293,-0.2442874058074843
13243.0,203,1,600.07,203,0.0,0.0,204.0,0.0,0.2104710821503806,477.3803385139514,9.8498257467806,0.0,0,Low Value / Lost,-0.24772013195723577,-0.5180550994550055
13244.0,93,1,121.74,93,0.0,0.0,93.0,0.0,0.3741776090994334,477.3803385139514,17.51111939141869,0.0,0,Low Value / Lost,-0.3536024416575942,-1.0485382646242885
13245.0,51,1,430.5,51,0.0,0.0,51.0,0.0,0.530226813475949,477.3803385139514,24.81405837632974,0.0,0,Low Value / Lost,-0.20507330316629135,-1.3007617335148145
13246.0,18,6,331.21666666666664,330,5.0,312.0,331.0,330.246,1.3222674494271471,393.1067560973994,50.9567123417125,0.0,0,Low Value / Lost,0.15315175707537562,0.9187779977593175
13247.0,18,4,125.28,83,3.0,65.0,83.0,65.35000000000001,2.436909560357857,89.42114131304511,21.36245720554622,0.0,0,Low Value / Lost,-0.1631151792030701,-0.7144353915765423
13248.0,125,2,232.84,189,1.0,65.0,190.0,78.21000000000001,0.5982197393830001,390.1831842518885,22.882363128073088,7.627016795908047e-10,0,Low Value / Lost,-0.25505372878026833,-0.4059994088325193
13249.0,92,3,237.13666666666668,261,2.0,169.0,262.0,209.78500000000005,0.7487712958066576,349.59277883961727,25.66157015258857,0.0,0,Low Value / Lost,-0.13613581443426606,0.14257949595007727
13253.0,157,2,515.2,339,1.0,183.0,340.0,553.9200000000001,0.367963040032361,2735.595606331401,98.67966833285688,5.359706012342258e-10,0,Low Value / Lost,-0.028035100092254902,0.40193132713862845
13255.0,9,2,199.755,374,1.0,364.0,374.0,173.81,0.3384362605873352,861.5237647542984,28.58352163042177,2.4483903793282025e-10,0,Low Value / Lost,-0.01845869694802159,0.7206096943653266
13258.0,12,3,232.86,205,2.0,194.0,206.0,236.98,0.912751825924826,394.8112991840383,35.327578418933015,0.0,0,Low Value / Lost,-0.06621403232837574,-0.13995484106840303
13259.0,62,1,292.32,62,0.0,0.0,62.0,0.0,0.4780150103065025,477.3803385139514,22.370600786384887,0.0,0,Low Value / Lost,-0.2660321993672663,-1.2289063373244282
13260.0,61,1,557.62,61,0.0,0.0,62.0,0.0,0.4780150103065025,477.3803385139514,22.370600786384887,0.0,0,Low Value / Lost,-0.165664480937684,-1.260627544932221
13261.0,269,2,472.05,286,1.0,17.0,286.0,99.0,0.427151329968267,492.6849694887619,20.63111318021534,3.093946210341869e-09,0,Low Value / Lost,-0.28159432192368494,0.05537690338775114
13262.0,263,1,200.29,263,0.0,0.0,264.0,0.0,0.1702162897838057,477.3803385139514,7.965943713046876,0.0,0,Low Value / Lost,-0.4362170527851025,-0.16310375234014443
13263.0,1,33,212.97342857142857,325,32.0,324.0,326.0,228.5128125,7.807647045025428,234.3806696659013,179.3963275853788,0.0,0,Low Value / Lost,1.1718310726225996,4.0806301765299
13265.0,53,5,421.532,274,4.0,220.0,274.0,450.055,1.2770701139460092,562.3625323505382,70.4048706458911,0.0,0,Low Value / Lost,0.09786236023228614,0.44860236449164326
13266.0,11,12,319.5216666666667,257,11.0,245.0,257.0,321.0945454545454,3.4019231507703,346.2735993854293,115.48231075496312,0.0,0,Low Value / Lost,0.381756839065636,1.2025255558065318
13267.0,3,14,237.97315789473683,367,13.0,364.0,367.0,322.54153846153844,2.9358620758349843,343.6883622072406,98.9172561076287,0.0,0,Low Value / Lost,0.4764708718621251,2.086591124890267
13268.0,18,10,292.24454545454546,267,9.0,250.0,268.0,284.56888888888886,2.7175812150155334,312.3373912787488,83.21049314389884,0.0,0,Low Value / Lost,0.2697975788804902,1.0277316279304618
13269.0,1,13,356.4153333333333,370,12.0,368.0,370.0,416.23333333333335,2.700442447712218,445.9347408649282,118.0532150193051,0.0,0,Low Value / Lost,0.5091544930561168,1.9721659048832139
13270.0,366,1,590.0,366,0.0,0.0,367.0,0.0,0.1281430330518034,477.3803385139514,5.996959455562567,0.0,0,Low Value / Lost,-0.35398550180098576,0.3386688380744631
13271.0,37,1,217.38,37,0.0,0.0,38.0,0.0,0.6088162262714925,477.3803385139514,28.49196041241481,0.0,0,Low Value / Lost,-0.27321874256066425,-1.3534791698454192
13272.0,31,2,138.28,90,1.0,58.0,90.0,135.6,1.026411535775797,673.1354427773415,67.73226017526864,3.567428574768883e-10,0,Low Value / Lost,-0.19372654998987335,-0.9250404610551227
13273.0,113,1,138.98,113,0.0,0.0,114.0,0.0,0.3261792677131567,477.3803385139514,15.264847390728743,0.0,0,Low Value / Lost,-0.361385572533317,-0.945004007188023
13276.0,64,2,295.46500000000003,100,1.0,36.0,100.0,453.55,0.957850799878152,2240.737300211873,210.4071022492629,5.731797259045378e-10,0,Low Value / Lost,-0.03175853942457519,-0.9207898696069521
13277.0,16,4,64.6,134,3.0,118.0,134.0,60.833333333333336,1.7603895205830025,83.26995114830513,14.370393809808034,0.0,0,Low Value / Lost,-0.16087895743039934,-0.4127574182491204
13278.0,41,1,542.73,41,0.0,0.0,41.0,0.0,0.5886808312315451,477.3803385139514,27.549645057451382,0.0,0,Low Value / Lost,-0.15419994126440542,-1.3648237344809577
13279.0,78,1,137.75,78,0.0,0.0,79.0,0.0,0.4148780460676022,477.3803385139514,19.41585712478509,0.0,0,Low Value / Lost,-0.33667279538622924,-1.1291090084958886
13280.0,122,3,271.62,337,2.0,215.0,338.0,253.755,0.601994428888119,422.7039514648863,24.945968243276383,0.0,0,Low Value / Lost,-0.11555438414314376,0.5614341393029322
13282.0,18,3,377.38000000000005,221,2.0,202.0,221.0,393.72,0.8621760795876877,655.4309306892616,55.39805120320575,0.0,0,Low Value / Lost,0.009396574380583033,-0.06825832428094585
13283.0,60,2,46.83,186,1.0,126.0,186.0,68.16,0.6083716024924162,340.63325920953264,20.315502509,3.7638536731776634e-10,0,Low Value / Lost,-0.2523552895136784,-0.3711716168008367
13284.0,331,1,201.19,331,0.0,0.0,331.0,0.0,0.1402603114319305,477.3803385139514,6.564035366181994,0.0,0,Low Value / Lost,-0.47843451695123035,0.19376357710394385
13285.0,23,4,677.28,290,3.0,267.0,291.0,680.7433333333333,0.9491938280113164,927.517396541064,86.30750358499188,0.0,0,Low Value / Lost,0.2196687955382103,0.4100660005270767
13291.0,156,1,361.11,156,0.0,0.0,156.0,0.0,0.2595824157989968,477.3803385139514,12.148184617217934,0.0,0,Low Value / Lost,-0.3068951726217723,-0.7411229035246806
13292.0,39,2,289.47,284,1.0,246.0,285.0,329.37,0.4284275207732916,1628.4875796387637,68.39642411439242,2.871300974760516e-10,0,Low Value / Lost,-0.03401095509323193,0.17246141432749618
13294.0,190,2,436.87,250,1.0,60.0,250.0,390.09,0.4784593685966463,1927.857873028997,90.42565463901184,1.1688809919974121e-09,0,Low Value / Lost,-0.15560132797619977,-0.11821611587320306
13295.0,360,1,201.2,360,0.0,0.0,360.0,0.0,0.1303323982615762,477.3803385139514,6.099419449553179,0.0,0,Low Value / Lost,-0.49645247284278915,0.3459748808762239
13296.0,137,1,87.4,137,0.0,0.0,138.0,0.0,0.2844746660089873,477.3803385139514,13.313115801628753,0.0,0,Low Value / Lost,-0.3971909383889856,-0.813659523497832
13297.0,8,3,522.4625,67,2.0,60.0,68.0,387.235,1.9828521236894476,644.6479888090053,125.30965786046433,0.0,0,Low Value / Lost,0.053806694706760964,-0.9743298326399035
13298.0,1,1,360.0,1,0.0,0.0,2.0,0.0,0.0,477.3803385139514,0.0,0.0,0,Low Value / Lost,-0.22494736554005856,-1.5524282596288363
13299.0,268,1,142.5,268,0.0,0.0,269.0,0.0,0.1675458814936295,477.3803385139514,7.840971407767424,0.0,0,Low Value / Lost,-0.46109799440229005,-0.1310867281856977
13300.0,169,1,371.89,169,0.0,0.0,170.0,0.0,0.2430416077596743,477.3803385139514,11.374092161220274,0.0,0,Low Value / Lost,-0.31145999994158446,-0.6738830997576486
13301.0,104,4,154.5225,292,3.0,189.0,293.0,148.06,0.9436544602194004,202.06282511946068,18.692655539148515,0.0,0,Low Value / Lost,-0.13598504261511332,0.442276611561872
13302.0,155,1,63.75,155,0.0,0.0,156.0,0.0,0.2595824157989968,477.3803385139514,12.148184617217934,0.0,0,Low Value / Lost,-0.4181062001499722,-0.716695091653712
13304.0,351,1,300.42,351,0.0,0.0,352.0,0.0,0.1329279608332104,477.3803385139514,6.220889053758453,0.0,0,Low Value / Lost,-0.45357120428013964,0.28883852023287226
13305.0,4,10,200.086,373,9.0,368.0,373.0,207.18444444444444,2.0425389068534874,227.43250332411196,45.54014979580728,0.0,0,Low Value / Lost,0.2767764077136257,1.6597533411448366
13307.0,120,1,15.0,120,0.0,0.0,121.0,0.0,0.3128040887656231,477.3803385139514,14.638903053771877,0.0,0,Low Value / Lost,-0.4128463549772823,-0.8958160026830944
13308.0,23,3,461.8366666666666,203,2.0,181.0,204.0,285.28,0.9199471096980926,475.1221847378361,42.8489075508095,0.0,0,Low Value / Lost,0.012912055424412061,-0.18102598160754294
13309.0,7,5,291.358,309,4.0,301.0,309.0,266.52,1.1524634449399875,333.14619010008977,37.63861162230186,0.0,0,Low Value / Lost,0.09216934389865197,0.6913144923263445
13310.0,28,3,377.3433333333333,324,2.0,296.0,325.0,360.925,0.6228798117446204,600.9010033241104,36.69262391955488,0.0,0,Low Value / Lost,0.03901652036592188,0.5222927631823185
13311.0,4,2,299.285,150,1.0,146.0,151.0,108.46,0.7144608855574867,539.3259934589795,37.77473227765597,2.453637293342581e-10,0,Low Value / Lost,-0.0953100312250604,-0.5775748970553384
13313.0,22,5,311.064,340,4.0,317.0,340.0,312.005,1.06078882262318,389.9522779158288,40.55197233764827,0.0,0,Low Value / Lost,0.10247742102783307,0.8597234179391666
13314.0,2,3,258.6466666666667,74,2.0,72.0,74.0,138.16,1.8866814795878644,230.49822029322436,42.63220034038778,0.0,0,Low Value / Lost,-0.11314636878952898,-0.8925969783330031
13316.0,37,4,1494.4325,254,3.0,217.0,255.0,1451.75,1.0613370515018157,1977.5414463452607,205.7550511192857,0.0,0,Low Value / Lost,0.6036218500458294,0.09673483273191598
13317.0,66,4,378.9466666666667,359,3.0,292.0,359.0,678.5433333333334,0.7912690422959149,924.5212448741056,71.71543803690041,0.0,0,Low Value / Lost,0.08246878527070035,0.8172275319993108
13318.0,1,3,213.58666666666667,37,2.0,36.0,38.0,168.89999999999998,2.661072114864625,281.6111938320183,73.46460419638144,0.0,0,Low Value / Lost,-0.12079648582936911,-1.1050754325128949
13319.0,5,17,417.1365384615384,366,16.0,360.0,366.0,630.391875,3.5924181805243416,663.5081771489167,233.67096413534637,0.0,0,Low Value / Lost,0.7720521991787551,2.3966163364041475
13320.0,78,3,387.175,214,2.0,135.0,214.0,520.045,0.885062091005875,865.477982813144,75.09332749476145,0.0,0,Low Value / Lost,-0.04307248530672939,-0.1430120342633662
13321.0,72,2,283.68,86,1.0,14.0,87.0,308.32,1.0489356486070525,1524.703905793829,156.7855174074189,7.955995862118924e-10,0,Low Value / Lost,-0.10485711466979866,-0.9964718641265202
13322.0,17,1,199.48,17,0.0,0.0,18.0,0.0,0.7886511000667673,477.3803385139514,36.90804376210806,0.0,0,Low Value / Lost,-0.2597980744658795,-1.45784674956905
13323.0,3,5,157.57,84,4.0,81.0,85.0,166.8875,3.068839014122918,208.71544272619488,62.79141579914492,0.0,0,Low Value / Lost,-0.05894817226135318,-0.5921797444095575
13324.0,36,6,712.1949999999999,361,5.0,324.0,361.0,1294.37,1.2256830424229073,1540.101731184296,185.05429615485755,0.0,0,Low Value / Lost,0.4209083966034055,1.0304855744805377
13325.0,82,1,675.3,82,0.0,0.0,82.0,0.0,0.4054281210186264,477.3803385139514,18.97361055056905,0.0,0,Low Value / Lost,-0.13738274179345586,-1.1617023351904816
13327.0,39,7,453.47125,365,6.0,327.0,366.0,480.4616666666666,1.4274388710034618,554.2563479723486,77.56035356534636,0.0,0,Low Value / Lost,0.25403277789116896,1.2115726015874981
13328.0,316,1,1308.48,316,0.0,0.0,317.0,0.0,0.1456150962412605,477.3803385139514,6.814633675196832,0.0,0,Low Value / Lost,-0.05272551685640613,0.0045327905585634985
13329.0,32,2,394.5,367,1.0,335.0,367.0,484.8,0.3441214208660813,2394.810450219198,80.78941015960793,2.676965316084079e-10,0,Low Value / Lost,0.07336155466080174,0.6415376035904553
13330.0,93,3,380.31,316,2.0,223.0,316.0,402.555,0.6382087429534135,670.121338015717,41.92642010817955,0.0,0,Low Value / Lost,-0.036300741795206676,0.4420206973227451
13332.0,14,1,350.9,14,0.0,0.0,15.0,0.0,0.8252144323736613,477.3803385139514,38.61916933938437,0.0,0,Low Value / Lost,-0.1994083519714507,-1.4889457423456338
13334.0,82,3,1178.94,306,2.0,223.0,306.0,938.19,0.656150653046767,1560.7491057922916,100.394112659894,0.0,0,Low Value / Lost,0.3270294316711267,0.30184920414817323
13336.0,77,1,795.12,77,0.0,0.0,78.0,0.0,0.4181266825966353,477.3803385139514,19.56788990476928,0.0,0,Low Value / Lost,-0.08872877363238316,-1.1999778594843815
13338.0,158,1,487.02,158,0.0,0.0,158.0,0.0,0.2570829264692751,477.3803385139514,12.03121113990144,0.0,0,Low Value / Lost,-0.2608727508109106,-0.7431779481346409
13339.0,201,1,860.12,201,0.0,0.0,201.0,0.0,0.2129895990612296,477.3803385139514,9.967689694923644,0.0,0,Low Value / Lost,-0.14860799515032722,-0.5545159411319851
13340.0,45,5,1533.782857142857,277,4.0,231.0,277.0,1764.6125,1.2653434157615522,2204.1096750093984,273.4092451358585,0.0,0,Low Value / Lost,0.7209442080292389,0.3293737240922969
13341.0,261,1,775.85,261,0.0,0.0,261.0,0.0,0.1718597887484976,477.3803385139514,8.042857739676261,0.0,0,Low Value / Lost,-0.21850179831509728,-0.23104402950137123
13343.0,178,1,353.43,178,0.0,0.0,178.0,0.0,0.2345029100370352,477.3803385139514,10.974490069507098,0.0,0,Low Value / Lost,-0.3242381665405567,-0.6247654137240761
13344.0,68,2,847.9066666666668,278,1.0,210.0,278.0,887.57,0.437578927926892,4380.603814329614,187.91522237530256,3.4141378613128376e-10,0,Low Value / Lost,0.2522674342393,0.049981143506198956
13345.0,288,1,389.5,288,0.0,0.0,288.0,0.0,0.1581194884350764,477.3803385139514,7.399826106005396,0.0,0,Low Value / Lost,-0.38076176711963866,-0.05074378043137719
13347.0,70,1,341.36,70,0.0,0.0,71.0,0.0,0.4423742720590307,477.3803385139514,20.70265164279,0.0,0,Low Value / Lost,-0.254031926647068,-1.1915861345176468
13348.0,64,1,233.76,64,0.0,0.0,65.0,0.0,0.4655133493944665,477.3803385139514,21.785536176697025,0.0,0,Low Value / Lost,-0.28982312864693394,-1.2124845150411827
13349.0,11,1,247.32,11,0.0,0.0,11.0,0.0,0.8795868068565069,477.3803385139514,41.16373939918989,0.0,0,Low Value / Lost,-0.23411198463850794,-1.4947192169733632
13350.0,16,2,489.56000000000006,79,1.0,63.0,80.0,332.55,1.10554379294609,1644.166063383509,178.1940570498563,2.9482527530433345e-10,0,Low Value / Lost,0.055136951453588504,-1.0318634132272468
13351.0,66,1,373.94,66,0.0,0.0,67.0,0.0,0.4575359714916542,477.3803385139514,21.412203263424047,0.0,0,Low Value / Lost,-0.23867927069096098,-1.2159262311394863
13352.0,60,1,397.98,60,0.0,0.0,61.0,0.0,0.4823327963048349,477.3803385139514,22.572668639416957,0.0,0,Low Value / Lost,-0.22489547572805188,-1.2499725494776939
13354.0,71,1,743.53,71,0.0,0.0,72.0,0.0,0.438739564722341,477.3803385139514,20.532551154204317,0.0,0,Low Value / Lost,-0.1035711451216002,-1.2264483653803318
13355.0,122,1,674.7,122,0.0,0.0,123.0,0.0,0.3091817500756431,477.3803385139514,14.469381404870813,0.0,0,Low Value / Lost,-0.16615138941370147,-0.9511314106818126
13356.0,80,1,768.24,80,0.0,0.0,81.0,0.0,0.4085298975112116,477.3803385139514,19.118770434982988,0.0,0,Low Value / Lost,-0.10108344593535001,-1.1814908981735432
13357.0,257,1,609.95,257,0.0,0.0,258.0,0.0,0.173535334271045,477.3803385139514,8.121271511579131,0.0,0,Low Value / Lost,-0.27838625537351724,-0.2354854096534274
13358.0,269,1,439.03,269,0.0,0.0,269.0,0.0,0.1675458814936295,477.3803385139514,7.840971407767424,0.0,0,Low Value / Lost,-0.3501990742909049,-0.15543171261883995
13359.0,64,1,439.56,64,0.0,0.0,64.0,0.0,0.4696072730600702,477.3803385139514,21.977127507509906,0.0,0,Low Value / Lost,-0.21225276119469005,-1.2330496503584076
13362.0,9,4,772.6850000000001,288,3.0,278.0,288.0,759.3466666666667,0.9576259008122489,1034.5662639024908,97.12382586953991,0.0,0,Low Value / Lost,0.281256986086737,0.3945982663218509
13363.0,18,2,496.25,44,1.0,26.0,44.0,388.68,1.5302612481094586,1920.9060925006668,288.1663726518495,3.3109270880515846e-10,0,Low Value / Lost,0.14004825773486318,-1.251057356041668
13364.0,71,1,134.95999999999998,71,0.0,0.0,72.0,0.0,0.438739564722341,477.3803385139514,20.532551154204317,0.0,0,Low Value / Lost,-0.3324135675925906,-1.1657178908767418
13365.0,34,2,1112.685,218,1.0,184.0,218.0,1524.77,0.5356510822699041,7522.216972238981,395.0021215476592,2.9264413115015486e-10,0,Low Value / Lost,0.5550255655027615,-0.3346686741437126
13366.0,50,1,56.16,50,0.0,0.0,51.0,0.0,0.530226813475949,477.3803385139514,24.81405837632974,0.0,0,Low Value / Lost,-0.3452313535214739,-1.2686519262656868
13368.0,257,2,311.7,338,1.0,81.0,338.0,588.0,0.3698611831733499,2903.6216208033898,105.28108730722845,1.3326606485009052e-09,0,Low Value / Lost,-0.21702081468812817,0.36450351443430906
13369.0,366,1,308.28000000000003,366,0.0,0.0,366.0,0.0,0.1284512852909327,477.3803385139514,6.011385336830706,0.0,0,Low Value / Lost,-0.45990776602877925,0.3667801643100448
13370.0,372,1,754.87,372,0.0,0.0,372.0,0.0,0.1266237006771922,477.3803385139514,5.925856295031133,0.0,0,Low Value / Lost,-0.29569369469269896,0.35370466890141705
13372.0,90,1,378.64,90,0.0,0.0,90.0,0.0,0.3822124383723483,477.3803385139514,17.887140968514952,0.0,0,Low Value / Lost,-0.25482238332375473,-1.0899687500948063
13373.0,61,3,1104.0833333333333,276,2.0,216.0,277.0,1162.275,0.7143933282259204,1933.346720478064,135.40001778504575,0.0,0,Low Value / Lost,0.3398229124355447,0.1422350920298072
13375.0,89,1,778.65,89,0.0,0.0,89.0,0.0,0.3849679495475568,477.3803385139514,18.01609599949502,0.0,0,Low Value / Lost,-0.10367623788586855,-1.1351517444924728
13376.0,99,3,339.92,234,2.0,135.0,235.0,321.88,0.8197801868963795,535.9788806233228,43.07414646413328,0.0,0,Low Value / Lost,-0.10469171332627993,-0.029212766421710883
13379.0,26,3,190.85333333333327,137,2.0,110.0,137.0,218.135,1.2500686750876642,363.4767518080274,44.54327000266189,0.0,0,Low Value / Lost,-0.12891153680054424,-0.5356926704906537
13381.0,32,6,606.5516666666666,299,5.0,267.0,299.0,644.64,1.4436082692471692,767.13368437371,108.56554059134965,0.0,0,Low Value / Lost,0.27725067522961744,0.6973109450178698
13382.0,281,1,222.99,281,0.0,0.0,281.0,0.0,0.1614663539822765,477.3803385139514,7.556455900944494,0.0,0,Low Value / Lost,-0.4389825249284589,-0.07087478196287629
13384.0,31,6,593.1328571428572,179,5.0,148.0,179.0,595.866,2.201048844126514,709.1084377094965,153.00792257112823,0.0,0,Low Value / Lost,0.2466995068302689,0.0018991207376621445
13385.0,330,1,534.57,330,0.0,0.0,330.0,0.0,0.1406297010106165,477.3803385139514,6.5813224107752974,0.0,0,Low Value / Lost,-0.352449978629,0.15524600434770514
13388.0,131,1,338.54999999999995,131,0.0,0.0,132.0,0.0,0.2938680037080447,477.3803385139514,13.75271414725931,0.0,0,Low Value / Lost,-0.2986939557736477,-0.8702645654685609
13389.0,11,3,265.9866666666667,233,2.0,221.0,233.0,270.035,0.8255796629676107,449.7735418751519,36.40193549915386,0.0,0,Low Value / Lost,-0.03543118416262219,0.018275922872420136
13390.0,75,1,544.08,75,0.0,0.0,75.0,0.0,0.4281851906180963,477.3803385139514,20.038617523365343,0.0,0,Low Value / Lost,-0.18146674343689856,-1.1854873861243629
13391.0,204,1,59.8,204,0.0,0.0,204.0,0.0,0.2104710821503806,477.3803385139514,9.8498257467806,0.0,0,Low Value / Lost,-0.45148565328023754,-0.4588940598241879
13394.0,2,8,315.0025,310,7.0,308.0,310.0,315.18,1.899867636301792,355.8360794661531,66.27426358252197,0.0,0,Low Value / Lost,0.2374629605280864,1.0474090980599895
13395.0,185,1,307.72,185,0.0,0.0,186.0,0.0,0.2265438233348915,477.3803385139514,10.602013165228051,0.0,0,Low Value / Lost,-0.34602504715936594,-0.5834250766089324
13396.0,29,2,680.495,319,1.0,290.0,320.0,973.72,0.3878686240506133,4805.352674269808,182.7180710617347,2.697198020484848e-10,0,Low Value / Lost,0.2540527210208197,0.3233594107339975
13397.0,73,5,308.826,339,4.0,267.0,340.0,311.0525,1.06078882262318,388.762703360602,40.42826593255956,0.0,0,Low Value / Lost,0.040667932230475434,0.8281896375246345
13398.0,192,1,457.34,192,0.0,0.0,193.0,0.0,0.2200100279687308,477.3803385139514,10.296238399572491,0.0,0,Low Value / Lost,-0.2942977647754039,-0.5615868503039249
13402.0,127,2,310.615,372,1.0,245.0,373.0,312.95,0.3392368982538885,1547.5313836989144,51.4652556240379,4.1873948752879637e-10,0,Low Value / Lost,-0.09555293658213959,0.6344989816896077
13403.0,18,1,75.0,18,0.0,0.0,18.0,0.0,0.7886511000667673,477.3803385139514,36.90804376210806,0.0,0,Low Value / Lost,-0.30721282128600863,-1.4401782646054813
13404.0,1,2,126.245,213,1.0,211.0,213.0,34.68,0.5458458678892176,175.5654492176845,9.394651285279728,2.3858426345668704e-10,0,Low Value / Lost,-0.14763791723811698,-0.19197862930637966
13405.0,74,3,190.817,318,2.0,243.0,318.0,206.2005,0.6347374661975285,343.63264697072304,21.38258153179288,0.0,0,Low Value / Lost,-0.1035477673003242,0.48513092438962385
13408.0,2,41,453.5006451612903,374,40.0,372.0,374.0,677.309,8.622436116355669,691.105518108987,584.1789870264938,0.0,0,Low Value / Lost,1.9490498024859733,5.224048262471614
13410.0,24,5,200.612,291,4.0,267.0,292.0,188.205,1.2097985318432587,235.3388081656148,27.911179399874555,0.0,0,Low Value / Lost,0.018312448757278242,0.5894974152974634
13411.0,107,1,213.55,107,0.0,0.0,108.0,0.0,0.3385887277819319,477.3803385139514,15.84559709772048,0.0,0,Low Value / Lost,-0.32915385079278336,-0.9840083325667863
13414.0,134,3,463.5,297,2.0,163.0,297.0,500.25,0.6731832849199044,832.5638217461164,54.94427465188198,0.0,0,Low Value / Lost,-0.051994021085963,0.30153071075728577
13416.0,44,2,356.25,81,1.0,38.0,82.0,437.5,1.0887560385908064,2161.6053303681106,230.71645215800575,4.5049386443452017e-10,0,Low Value / Lost,0.023171615002254446,-1.028986374701184
13417.0,5,2,320.415,205,1.0,201.0,206.0,404.83,0.560788363559282,2000.531096424452,109.98054949282962,2.4323054681474327e-10,0,Low Value / Lost,0.011997851619387165,-0.2741075431402235
13418.0,12,13,340.4127777777778,373,12.0,361.0,373.0,458.6825,2.6812771600250644,491.4045189386222,129.16725790003403,0.0,0,Low Value / Lost,0.502466049165819,1.9838008234240079
13419.0,64,1,221.06,64,0.0,0.0,64.0,0.0,0.4696072730600702,477.3803385139514,21.977127507509906,0.0,0,Low Value / Lost,-0.29441597875374065,-1.2112450778703876
13420.0,150,2,79.925,171,1.0,21.0,171.0,104.05,0.6497183546027966,517.5831905299457,32.96680691891896,1.4454579755351915e-09,0,Low Value / Lost,-0.3428433743693967,-0.508581234199964
13421.0,40,2,925.54,290,1.0,250.0,291.0,1026.04,0.4208827539861346,5063.308104938072,208.9137723231853,2.8911850691315516e-10,0,Low Value / Lost,0.341491833935616,0.12253676754787013
13422.0,64,1,2626.3,64,0.0,0.0,65.0,0.0,0.4655133493944665,477.3803385139514,21.785536176697025,0.0,0,Low Value / Lost,0.6098509424685392,-1.4512410910617208
13425.0,108,3,541.4033333333333,295,2.0,186.0,295.0,611.32,0.6770890984214485,1017.2456034947776,67.52167827581592,0.0,0,Low Value / Lost,0.01887512642256557,0.2936748713415688
13426.0,1,10,364.132,360,9.0,359.0,360.0,367.1488888888889,2.107348435599897,402.9427538633126,83.24368262311704,0.0,0,Low Value / Lost,0.37049211478864763,1.5645835192777062
13427.0,19,3,194.2,215,2.0,196.0,216.0,184.05,0.8784001847848698,306.8018753256009,26.41934302489615,0.0,0,Low Value / Lost,-0.09176552719015206,-0.08080443938075689
13428.0,10,1,218.47,10,0.0,0.0,11.0,0.0,0.8795868068565069,477.3803385139514,41.16373939918989,0.0,0,Low Value / Lost,-0.24435438266199075,-1.4970865801996867
13429.0,11,4,251.7,75,3.0,65.0,76.0,225.4,2.572607510831176,307.3911750842555,77.52406084607179,0.0,0,Low Value / Lost,-0.058334079150141945,-0.7777171605989378
13430.0,19,2,339.725,86,1.0,68.0,87.0,343.14,1.0489356491277884,1696.3783724579914,174.4388270837046,2.9915736554642075e-10,0,Low Value / Lost,-0.004303970886842745,-0.9775985483923887
13431.0,67,2,634.55,89,1.0,21.0,89.0,415.42,1.0338113167397716,2052.743405498935,208.04032946774907,6.896174742365702e-10,0,Low Value / Lost,0.08361266702330512,-1.019135319493479
